Stock Name,Stock Symbol,Website,Domain Name,Logo URL
JSWENERGY,JSWENERGY.NS,https://www.jsw.in/energy,jsw.in,https://img.logo.dev/jsw.in
JSWHL,JSWHL.NS,https://www.jsw.in/investors/holdings,jsw.in,https://img.logo.dev/jsw.in
JSWINFRA,JSWINFRA.NS,https://www.jsw.in/infrastructure,jsw.in,https://img.logo.dev/jsw.in
JSWSTEEL,JSWSTEEL.NS,https://www.jswsteel.in,jswsteel.in,https://img.logo.dev/jswsteel.in
JPPOWER,JPPOWER.NS,https://www.jppowerventures.com,jppowerventures.com,https://img.logo.dev/jppowerventures.com
J&KBANK,J&KBANK.NS,https://www.jkbank.com,jkbank.com,https://img.logo.dev/jkbank.com
JINDALSAW,JINDALSAW.NS,https://www.jindalsaw.com,jindalsaw.com,https://img.logo.dev/jindalsaw.com
JSL,JSL.NS,https://www.jindalstainless.com,jindalstainless.com,https://img.logo.dev/jindalstainless.com
JINDALSTEL,JINDALSTEL.NS,https://www.jindalsteel.com,jindalsteel.com,https://img.logo.dev/jindalsteel.com
JIOFIN,JIOFIN.NS,https://www.jfs.in,jfs.in,https://img.logo.dev/jfs.in
JUBLFOOD,JUBLFOOD.NS,https://www.jubilantfoodworks.com,jubilantfoodworks.com,https://img.logo.dev/jubilantfoodworks.com
JUBLINGREA,JUBLINGREA.NS,https://jubilantingrevia.com,jubilantingrevia.com,https://img.logo.dev/jubilantingrevia.com
JUBLPHARMA,JUBLPHARMA.NS,https://www.jubilantpharmova.com,jubilantpharmova.com,https://img.logo.dev/jubilantpharmova.com
JWL,JWL.NS,https://www.jupiterwagons.com,jupiterwagons.com,https://img.logo.dev/jupiterwagons.com
JUSTDIAL,JUSTDIAL.NS,https://www.justdial.com,justdial.com,https://img.logo.dev/justdial.com
JYOTHYLAB,JYOTHYLAB.NS,https://www.jyothylabs.com,jyothylabs.com,https://img.logo.dev/jyothylabs.com
JYOTICNC,JYOTICNC.NS,https://www.jyoti.co.in,jyoti.co.in,https://img.logo.dev/jyoti.co.in
KPRMILL,KPRMILL.NS,https://www.kprmilllimited.com,kprmilllimited.com,https://img.logo.dev/kprmilllimited.com
KEI,KEI.NS,https://www.kei-ind.com,kei-ind.com,https://img.logo.dev/kei-ind.com
KNRCON,KNRCON.NS,https://www.knrcl.com,knrcl.com,https://img.logo.dev/knrcl.com
KPITTECH,KPITTECH.NS,https://www.kpit.com,kpit.com,https://img.logo.dev/kpit.com
KAJARIACER,KAJARIACER.NS,https://www.kajariaceramics.com,kajariaceramics.com,https://img.logo.dev/kajariaceramics.com
KPIL,KPIL.NS,https://www.kalpataruprojects.com,kalpataruprojects.com,https://img.logo.dev/kalpataruprojects.com
KALYANKJIL,KALYANKJIL.NS,https://www.kalyanjewellers.net,kalyanjewellers.net,https://img.logo.dev/kalyanjewellers.net
KANSAINER,KANSAINER.NS,https://www.nerolac.com,nerolac.com,https://img.logo.dev/nerolac.com
KARURVYSYA,KARURVYSYA.NS,https://www.kvb.co.in,kvb.co.in,https://img.logo.dev/kvb.co.in
KAYNES,KAYNES.NS,https://www.kaynestechnology.co.in,kaynestechnology.co.in,https://img.logo.dev/kaynestechnology.co.in
KEC,KEC.NS,https://www.kecrpg.com,kecrpg.com,https://img.logo.dev/kecrpg.com
KFINTECH,KFINTECH.NS,https://www.kfintech.com,kfintech.com,https://img.logo.dev/kfintech.com
KIRLOSBROS,KIRLOSBROS.NS,https://www.kirloskarpumps.com,kirloskarpumps.com,https://img.logo.dev/kirloskarpumps.com
KIRLOSENG,KIRLOSENG.NS,https://kirloskaroilengines.com,kirloskaroilengines.com,https://img.logo.dev/kirloskaroilengines.com
KOTAKBANK,KOTAKBANK.NS,https://www.kotak.com,kotak.com,https://img.logo.dev/kotak.com
KIMS,KIMS.NS,https://www.kimshospitals.com,kimshospitals.com,https://img.logo.dev/kimshospitals.com
LTF,LTF.NS,https://www.ltfs.com,ltfs.com,https://img.logo.dev/ltfs.com
LTTS,LTTS.NS,https://www.ltts.com,ltts.com,https://img.logo.dev/ltts.com
LICHSGFIN,LICHSGFIN.NS,https://www.lichousing.com,lichousing.com,https://img.logo.dev/lichousing.com
LTFOODS,LTFOODS.NS,https://www.ltgroup.in,ltgroup.in,https://img.logo.dev/ltgroup.in
LTIM,LTIM.NS,https://www.ltimindtree.com,ltimindtree.com,https://img.logo.dev/ltimindtree.com
LT,LT.NS,https://www.larsentoubro.com,larsentoubro.com,https://img.logo.dev/larsentoubro.com
LATENTVIEW,LATENTVIEW.NS,https://www.latentview.com,latentview.com,https://img.logo.dev/latentview.com
LAURUSLABS,LAURUSLABS.NS,https://www.lauruslabs.com,lauruslabs.com,https://img.logo.dev/lauruslabs.com
LEMONTREE,LEMONTREE.NS,https://www.lemontreehotels.com,lemontreehotels.com,https://img.logo.dev/lemontreehotels.com
LICI,LICI.NS,https://www.licindia.in,licindia.in,https://img.logo.dev/licindia.in
LINDEINDIA,LINDEINDIA.NS,https://www.linde.in,linde.in,https://img.logo.dev/linde.in
LLOYDSME,LLOYDSME.NS,https://lloyds.in,lloyds.in,https://img.logo.dev/lloyds.in
LUPIN,LUPIN.NS,https://www.lupin.com,lupin.com,https://img.logo.dev/lupin.com
MMTC,MMTC.NS,https://mmtclimited.com,mmtclimited.com,https://img.logo.dev/mmtclimited.com
MRF,MRF.NS,https://www.mrftyres.com,mrftyres.com,https://img.logo.dev/mrftyres.com
LODHA,LODHA.NS,https://www.lodhagroup.in,lodhagroup.in,https://img.logo.dev/lodhagroup.in
MGL,MGL.NS,https://www.mahanagargas.com,mahanagargas.com,https://img.logo.dev/mahanagargas.com
MAHSEAMLES,MAHSEAMLES.NS,https://www.jindal.com/msl,jindal.com,https://img.logo.dev/jindal.com
M&MFIN,M&MFIN.NS,https://www.mahindrafinance.com,mahindrafinance.com,https://img.logo.dev/mahindrafinance.com
M&M,M&M.NS,https://www.mahindra.com,mahindra.com,https://img.logo.dev/mahindra.com
MANAPPURAM,MANAPPURAM.NS,https://www.manappuram.com,manappuram.com,https://img.logo.dev/manappuram.com
MRPL,MRPL.NS,https://www.mrpl.co.in,mrpl.co.in,https://img.logo.dev/mrpl.co.in
MANKIND,MANKIND.NS,https://www.mankindpharma.com,mankindpharma.com,https://img.logo.dev/mankindpharma.com
MARICO,MARICO.NS,https://marico.com,marico.com,https://img.logo.dev/marico.com
MARUTI,MARUTI.NS,https://www.marutisuzuki.com,marutisuzuki.com,https://img.logo.dev/marutisuzuki.com
MASTEK,MASTEK.NS,https://www.mastek.com,mastek.com,https://img.logo.dev/mastek.com
MFSL,MFSL.NS,https://www.maxfinancialservices.com,maxfinancialservices.com,https://img.logo.dev/maxfinancialservices.com
MAXHEALTH,MAXHEALTH.NS,https://www.maxhealthcare.in,maxhealthcare.in,https://img.logo.dev/maxhealthcare.in
MAZDOCK,MAZDOCK.NS,https://mazagondock.in,mazagondock.in,https://img.logo.dev/mazagondock.in
METROPOLIS,METROPOLIS.NS,https://www.metropolisindia.com,metropolisindia.com,https://img.logo.dev/metropolisindia.com
MINDACORP,MINDACORP.NS,https://sparkminda.com,sparkminda.com,https://img.logo.dev/sparkminda.com
MSUMI,MSUMI.NS,https://www.mswil.motherson.com,mswil.motherson.com,https://img.logo.dev/mswil.motherson.com
MOTILALOFS,MOTILALOFS.NS,https://www.motilaloswalgroup.com,motilaloswalgroup.com,https://img.logo.dev/motilaloswalgroup.com
MPHASIS,MPHASIS.NS,https://www.mphasis.com,mphasis.com,https://img.logo.dev/mphasis.com
MCX,MCX.NS,https://www.mcxindia.com,mcxindia.com,https://img.logo.dev/mcxindia.com
MUTHOOTFIN,MUTHOOTFIN.NS,https://www.muthootfinance.com,muthootfinance.com,https://img.logo.dev/muthootfinance.com
NATCOPHARM,NATCOPHARM.NS,https://www.natcopharma.co.in,natcopharma.co.in,https://img.logo.dev/natcopharma.co.in
NBCC,NBCC.NS,https://www.nbccindia.in,nbccindia.in,https://img.logo.dev/nbccindia.in
NCC,NCC.NS,https://ncclimited.com,ncclimited.com,https://img.logo.dev/ncclimited.com
NHPC,NHPC.NS,https://www.nhpcindia.com,nhpcindia.com,https://img.logo.dev/nhpcindia.com
NLCINDIA,NLCINDIA.NS,https://www.nlcindia.in,nlcindia.in,https://img.logo.dev/nlcindia.in
NMDC,NMDC.NS,https://www.nmdc.co.in,nmdc.co.in,https://img.logo.dev/nmdc.co.in
NSLNISP,NSLNISP.NS,https://nmdcsteel.nmdc.co.in,nmdcsteel.nmdc.co.in,https://img.logo.dev/nmdcsteel.nmdc.co.in
NTPCGREEN,NTPCGREEN.NS,https://www.ngel.in,ngel.in,https://img.logo.dev/ngel.in
NTPC,NTPC.NS,https://www.ntpc.co.in,ntpc.co.in,https://img.logo.dev/ntpc.co.in
NH,NH.NS,https://www.narayanahealth.org,narayanahealth.org,https://img.logo.dev/narayanahealth.org
NATIONALUM,NATIONALUM.NS,https://nalcoindia.com,nalcoindia.com,https://img.logo.dev/nalcoindia.com
NAVA,NAVA.NS,https://www.navalimited.com,navalimited.com,https://img.logo.dev/navalimited.com
NAVINFLUOR,NAVINFLUOR.NS,https://www.nfil.in,nfil.in,https://img.logo.dev/nfil.in
NESTLEIND,NESTLEIND.NS,https://www.nestle.in,nestle.in,https://img.logo.dev/nestle.in
NETWEB,NETWEB.NS,https://www.netwebindia.com,netwebindia.com,https://img.logo.dev/netwebindia.com
NETWORK18,NETWORK18.NS,https://www.nw18.com,nw18.com,https://img.logo.dev/nw18.com
NEULANDLAB,NEULANDLAB.NS,https://www.neulandlabs.com,neulandlabs.com,https://img.logo.dev/neulandlabs.com
NEWGEN,NEWGEN.NS,https://www.newgensoft.com,newgensoft.com,https://img.logo.dev/newgensoft.com
NAM-INDIA,NAM-INDIA.NS,https://www.nipponindiamf.com/AboutUs/CompanyProfile/Pages/Reliance-Nippon-Life-Asset-Management-Limited.aspx,nipponindiamf.com,https://img.logo.dev/nipponindiamf.com
NIVABUPA,NIVABUPA.NS,https://www.nivabupa.com,nivabupa.com,https://img.logo.dev/nivabupa.com
NUVAMA,NUVAMA.NS,https://www.nuvama.com,nuvama.com,https://img.logo.dev/nuvama.com
OBEROIRLTY,OBEROIRLTY.NS,https://www.oberoirealty.com,oberoirealty.com,https://img.logo.dev/oberoirealty.com
ONGC,ONGC.NS,https://www.ongcindia.com,ongcindia.com,https://img.logo.dev/ongcindia.com
OIL,OIL.NS,https://www.oil-india.com,oil-india.com,https://img.logo.dev/oil-india.com
OLAELEC,OLAELEC.NS,https://www.olaelectric.com,olaelectric.com,https://img.logo.dev/olaelectric.com
OLECTRA,OLECTRA.NS,https://olectra.com,olectra.com,https://img.logo.dev/olectra.com
PAYTM,PAYTM.NS,https://www.paytm.com,paytm.com,https://img.logo.dev/paytm.com
OFSS,OFSS.NS,https://www.oracle.com/financial-services,oracle.com,https://img.logo.dev/oracle.com
POLICYBZR,POLICYBZR.NS,https://www.pbfintech.in,pbfintech.in,https://img.logo.dev/pbfintech.in
PCBL,PCBL.NS,https://www.pcblltd.com,pcblltd.com,https://img.logo.dev/pcblltd.com
PGEL,PGEL.NS,https://www.pgel.in,pgel.in,https://img.logo.dev/pgel.in
PIIND,PIIND.NS,https://www.piindustries.com,piindustries.com,https://img.logo.dev/piindustries.com
PNBHOUSING,PNBHOUSING.NS,https://www.pnbhousing.com,pnbhousing.com,https://img.logo.dev/pnbhousing.com
PNCINFRA,PNCINFRA.NS,https://www.pncinfratech.com,pncinfratech.com,https://img.logo.dev/pncinfratech.com
PTCIL,PTCIL.NS,https://www.ptcil.com,ptcil.com,https://img.logo.dev/ptcil.com
PVRINOX,PVRINOX.NS,https://www.pvrcinemas.com,pvrcinemas.com,https://img.logo.dev/pvrcinemas.com
PAGEIND,PAGEIND.NS,https://www.jockey.in,jockey.in,https://img.logo.dev/jockey.in
PATANJALI,PATANJALI.NS,https://www.patanjalifoods.com,patanjalifoods.com,https://img.logo.dev/patanjalifoods.com
PERSISTENT,PERSISTENT.NS,https://www.persistent.com,persistent.com,https://img.logo.dev/persistent.com
PETRONET,PETRONET.NS,https://petronetlng.in,petronetlng.in,https://img.logo.dev/petronetlng.in
PFIZER,PFIZER.NS,https://www.pfizerltd.co.in,pfizerltd.co.in,https://img.logo.dev/pfizerltd.co.in
PHOENIXLTD,PHOENIXLTD.NS,https://www.thephoenixmills.com,thephoenixmills.com,https://img.logo.dev/thephoenixmills.com
PIDILITIND,PIDILITIND.NS,https://www.pidilite.com,pidilite.com,https://img.logo.dev/pidilite.com
PEL,PEL.NS,https://www.piramal.com/businesses/piramal-enterprises/,piramal.com,https://img.logo.dev/piramal.com
PPLPHARMA,PPLPHARMA.NS,https://www.piramalpharma.com,piramalpharma.com,https://img.logo.dev/piramalpharma.com
POLYMED,POLYMED.NS,https://www.polymedicure.com,polymedicure.com,https://img.logo.dev/polymedicure.com
POLYCAB,POLYCAB.NS,https://www.polycab.com,polycab.com,https://img.logo.dev/polycab.com
POONAWALLA,POONAWALLA.NS,https://poonawallafincorp.com,poonawallafincorp.com,https://img.logo.dev/poonawallafincorp.com
PFC,PFC.NS,https://www.pfcindia.com,pfcindia.com,https://img.logo.dev/pfcindia.com
POWERGRID,POWERGRID.NS,https://www.powergrid.in,powergrid.in,https://img.logo.dev/powergrid.in
PRAJIND,PRAJIND.NS,https://www.praj.net,praj.net,https://img.logo.dev/praj.net
PREMIERENE,PREMIERENE.NS,https://www.premierenergies.com,premierenergies.com,https://img.logo.dev/premierenergies.com
PRESTIGE,PRESTIGE.NS,https://www.prestigeconstructions.com,prestigeconstructions.com,https://img.logo.dev/prestigeconstructions.com
PNB,PNB.NS,https://www.pnbindia.in,pnbindia.in,https://img.logo.dev/pnbindia.in
RRKABEL,RRKABEL.NS,https://www.rrkabel.com,rrkabel.com,https://img.logo.dev/rrkabel.com
RBLBANK,RBLBANK.NS,https://www.rblbank.com,rblbank.com,https://img.logo.dev/rblbank.com
RECLTD,RECLTD.NS,https://www.recindia.nic.in,recindia.nic.in,https://img.logo.dev/recindia.nic.in
RHIM,RHIM.NS,https://www.rhimagnesitaindia.com,rhimagnesitaindia.com,https://img.logo.dev/rhimagnesitaindia.com
RITES,RITES.NS,https://www.rites.com,rites.com,https://img.logo.dev/rites.com
RADICO,RADICO.NS,https://www.radicokhaitan.com,radicokhaitan.com,https://img.logo.dev/radicokhaitan.com
RVNL,RVNL.NS,https://www.rvnl.org,rvnl.org,https://img.logo.dev/rvnl.org
RAILTEL,RAILTEL.NS,https://www.railtelindia.com,railtelindia.com,https://img.logo.dev/railtelindia.com
RAINBOW,RAINBOW.NS,https://www.rainbowhospitals.in,rainbowhospitals.in,https://img.logo.dev/rainbowhospitals.in
RKFORGE,RKFORGE.NS,https://ramkrishnaforgings.com,ramkrishnaforgings.com,https://img.logo.dev/ramkrishnaforgings.com
RCF,RCF.NS,https://www.rcfltd.com,rcfltd.com,https://img.logo.dev/rcfltd.com
RTNINDIA,RTNINDIA.NS,https://rattanindia.com,rattanindia.com,https://img.logo.dev/rattanindia.com
RAYMONDLSL,RAYMONDLSL.NS,https://raymondlifestyle.com,raymondlifestyle.com,https://img.logo.dev/raymondlifestyle.com
RAYMOND,RAYMOND.NS,https://www.raymond.in,raymond.in,https://img.logo.dev/raymond.in
REDINGTON,REDINGTON.NS,https://www.redingtongroup.com,redingtongroup.com,https://img.logo.dev/redingtongroup.com
RELIANCE,RELIANCE.NS,https://www.ril.com,ril.com,https://img.logo.dev/ril.com
RPOWER,RPOWER.NS,https://www.reliancepower.co.in,reliancepower.co.in,https://img.logo.dev/reliancepower.co.in
ROUTE,ROUTE.NS,https://www.routemobile.com,routemobile.com,https://img.logo.dev/routemobile.com
SBFC,SBFC.NS,https://www.sbfc.com,sbfc.com,https://img.logo.dev/sbfc.com
SBICARD,SBICARD.NS,https://www.sbicard.com,sbicard.com,https://img.logo.dev/sbicard.com
SBILIFE,SBILIFE.NS,https://www.sbilife.co.in,sbilife.co.in,https://img.logo.dev/sbilife.co.in
SJVN,SJVN.NS,https://www.sjvn.nic.in,sjvn.nic.in,https://img.logo.dev/sjvn.nic.in
SKFINDIA,SKFINDIA.NS,https://www.skf.com/in,skf.com,https://img.logo.dev/skf.com
SRF,SRF.NS,https://www.srf.com,srf.com,https://img.logo.dev/srf.com
SAGILITY,SAGILITY.NS,https://www.sagilityhealth.com,sagilityhealth.com,https://img.logo.dev/sagilityhealth.com
SAILIFE,SAILIFE.NS,https://www.sailife.com,sailife.com,https://img.logo.dev/sailife.com
SAMMAANCAP,SAMMAANCAP.NS,https://www.sammaancapital.com,sammaancapital.com,https://img.logo.dev/sammaancapital.com
MOTHERSON,MOTHERSON.NS,https://www.motherson.com,motherson.com,https://img.logo.dev/motherson.com
SAPPHIRE,SAPPHIRE.NS,https://www.sapphirefoods.in,sapphirefoods.in,https://img.logo.dev/sapphirefoods.in
SARDAEN,SARDAEN.NS,https://www.seml.co.in,seml.co.in,https://img.logo.dev/seml.co.in
SAREGAMA,SAREGAMA.NS,https://www.saregama.com,saregama.com,https://img.logo.dev/saregama.com
SCHAEFFLER,SCHAEFFLER.NS,https://www.schaeffler.co.in,schaeffler.co.in,https://img.logo.dev/schaeffler.co.in
SCHNEIDER,SCHNEIDER.NS,https://infra-in.se.com,infra-in.se.com,https://img.logo.dev/infra-in.se.com
SCI,SCI.NS,https://www.shipindia.com,shipindia.com,https://img.logo.dev/shipindia.com
SHREECEM,SHREECEM.NS,https://www.shreecement.com,shreecement.com,https://img.logo.dev/shreecement.com
RENUKA,RENUKA.NS,https://renukasugars.com,renukasugars.com,https://img.logo.dev/renukasugars.com
SHRIRAMFIN,SHRIRAMFIN.NS,https://shriramfinance.in,shriramfinance.in,https://img.logo.dev/shriramfinance.in
SHYAMMETL,SHYAMMETL.NS,https://www.shyammetalics.com,shyammetalics.com,https://img.logo.dev/shyammetalics.com
SIEMENS,SIEMENS.NS,https://www.siemens.com/in/en.html,siemens.com,https://img.logo.dev/siemens.com
SIGNATURE,SIGNATURE.NS,https://www.signatureglobal.in,signatureglobal.in,https://img.logo.dev/signatureglobal.in
SOBHA,SOBHA.NS,https://www.sobha.com,sobha.com,https://img.logo.dev/sobha.com
SOLARINDS,SOLARINDS.NS,https://solargroup.com,solargroup.com,https://img.logo.dev/solargroup.com
SONACOMS,SONACOMS.NS,https://www.sonacomstar.com,sonacomstar.com,https://img.logo.dev/sonacomstar.com
SONATSOFTW,SONATSOFTW.NS,https://www.sonata-software.com,sonata-software.com,https://img.logo.dev/sonata-software.com
STARHEALTH,STARHEALTH.NS,https://www.starhealth.in,starhealth.in,https://img.logo.dev/starhealth.in
SBIN,SBIN.NS,https://www.sbi.co.in,sbi.co.in,https://img.logo.dev/sbi.co.in
SAIL,SAIL.NS,https://www.sail.co.in,sail.co.in,https://img.logo.dev/sail.co.in
SWSOLAR,SWSOLAR.NS,https://www.sterlingandwilsonre.com,sterlingandwilsonre.com,https://img.logo.dev/sterlingandwilsonre.com
SUMICHEM,SUMICHEM.NS,https://www.sumichem.co.in,sumichem.co.in,https://img.logo.dev/sumichem.co.in
SUNPHARMA,SUNPHARMA.NS,https://www.sunpharma.com,sunpharma.com,https://img.logo.dev/sunpharma.com
SUNTV,SUNTV.NS,https://www.suntv.in,suntv.in,https://img.logo.dev/suntv.in
SUNDARMFIN,SUNDARMFIN.NS,https://www.sundaramfinance.in,sundaramfinance.in,https://img.logo.dev/sundaramfinance.in
SUNDRMFAST,SUNDRMFAST.NS,https://www.sundram.com,sundram.com,https://img.logo.dev/sundram.com
SUPREMEIND,SUPREMEIND.NS,https://www.supreme.co.in,supreme.co.in,https://img.logo.dev/supreme.co.in
SUVENPHAR,SUVENPHAR.NS,https://suvenpharm.com,suvenpharm.com,https://img.logo.dev/suvenpharm.com
SUZLON,SUZLON.NS,https://www.suzlon.com,suzlon.com,https://img.logo.dev/suzlon.com
SWANENERGY,SWANENERGY.NS,https://www.swan.co.in,swan.co.in,https://img.logo.dev/swan.co.in
SWIGGY,SWIGGY.NS,https://www.swiggy.com,swiggy.com,https://img.logo.dev/swiggy.com
SYNGENE,SYNGENE.NS,https://www.syngeneintl.com,syngeneintl.com,https://img.logo.dev/syngeneintl.com
SYRMA,SYRMA.NS,https://www.syrmasgs.com,syrmasgs.com,https://img.logo.dev/syrmasgs.com
TBOTEK,TBOTEK.NS,https://www.tbo.com,tbo.com,https://img.logo.dev/tbo.com
TVSMOTOR,TVSMOTOR.NS,https://www.tvsmotor.com,tvsmotor.com,https://img.logo.dev/tvsmotor.com
TANLA,TANLA.NS,https://www.tanla.com,tanla.com,https://img.logo.dev/tanla.com
TATACHEM,TATACHEM.NS,https://www.tatachemicals.com,tatachemicals.com,https://img.logo.dev/tatachemicals.com
TATACOMM,TATACOMM.NS,https://www.tatacommunications.com,tatacommunications.com,https://img.logo.dev/tatacommunications.com
TCS,TCS.NS,https://www.tcs.com,tcs.com,https://img.logo.dev/tcs.com
TATACONSUM,TATACONSUM.NS,https://www.tataconsumer.com,tataconsumer.com,https://img.logo.dev/tataconsumer.com
TATAELXSI,TATAELXSI.NS,https://www.tataelxsi.com,tataelxsi.com,https://img.logo.dev/tataelxsi.com
TATAINVEST,TATAINVEST.NS,https://www.tatainvestment.com,tatainvestment.com,https://img.logo.dev/tatainvestment.com
TATAMOTORS,TATAMOTORS.NS,https://www.tatamotors.com,tatamotors.com,https://img.logo.dev/tatamotors.com
TATAPOWER,TATAPOWER.NS,https://www.tatapower.com,tatapower.com,https://img.logo.dev/tatapower.com
TATASTEEL,TATASTEEL.NS,https://www.tatasteel.com,tatasteel.com,https://img.logo.dev/tatasteel.com
TATATECH,TATATECH.NS,https://www.tatatechnologies.com,tatatechnologies.com,https://img.logo.dev/tatatechnologies.com
TTML,TTML.NS,https://www.tatatelebusiness.com/aboutus-ttml/,tatatelebusiness.com,https://img.logo.dev/tatatelebusiness.com
TECHM,TECHM.NS,https://www.techmahindra.com,techmahindra.com,https://img.logo.dev/techmahindra.com
TECHNOE,TECHNOE.NS,https://www.techno.co.in,techno.co.in,https://img.logo.dev/techno.co.in
TEJASNET,TEJASNET.NS,https://www.tejasnetworks.com,tejasnetworks.com,https://img.logo.dev/tejasnetworks.com
NIACL,NIACL.NS,https://www.newindia.co.in,newindia.co.in,https://img.logo.dev/newindia.co.in
RAMCOCEM,RAMCOCEM.NS,https://www.ramcocements.in,ramcocements.in,https://img.logo.dev/ramcocements.in
THERMAX,THERMAX.NS,https://www.thermaxglobal.com,thermaxglobal.com,https://img.logo.dev/thermaxglobal.com
TIMKEN,TIMKEN.NS,https://www.timken.com/en-in,timken.com,https://img.logo.dev/timken.com
TITAGARH,TITAGARH.NS,https://www.titagarh.in,titagarh.in,https://img.logo.dev/titagarh.in
TITAN,TITAN.NS,https://www.titancompany.in,titancompany.in,https://img.logo.dev/titancompany.in
TORNTPHARM,TORNTPHARM.NS,https://www.torrentpharma.com,torrentpharma.com,https://img.logo.dev/torrentpharma.com
TORNTPOWER,TORNTPOWER.NS,https://www.torrentpower.com,torrentpower.com,https://img.logo.dev/torrentpower.com
TARIL,TARIL.NS,https://www.transformerindia.com,transformerindia.com,https://img.logo.dev/transformerindia.com
TRENT,TRENT.NS,https://trentlimited.com,trentlimited.com,https://img.logo.dev/trentlimited.com
TRIDENT,TRIDENT.NS,https://www.tridentindia.com,tridentindia.com,https://img.logo.dev/tridentindia.com
TRIVENI,TRIVENI.NS,https://www.trivenigroup.com,trivenigroup.com,https://img.logo.dev/trivenigroup.com
TRITURBINE,TRITURBINE.NS,https://www.triveniturbines.com,triveniturbines.com,https://img.logo.dev/triveniturbines.com
TIINDIA,TIINDIA.NS,https://www.tiindia.com,tiindia.com,https://img.logo.dev/tiindia.com
UCOBANK,UCOBANK.NS,https://www.ucobank.com,ucobank.com,https://img.logo.dev/ucobank.com
UNOMINDA,UNOMINDA.NS,https://www.unominda.com,unominda.com,https://img.logo.dev/unominda.com
UPL,UPL.NS,https://www.upl-ltd.com,upl-ltd.com,https://img.logo.dev/upl-ltd.com
UTIAMC,UTIAMC.NS,https://www.utiwms.com,utiwms.com,https://img.logo.dev/utiwms.com
ULTRACEMCO,ULTRACEMCO.NS,https://www.ultratechcement.com,ultratechcement.com,https://img.logo.dev/ultratechcement.com
UNIONBANK,UNIONBANK.NS,https://www.unionbankofindia.co.in,unionbankofindia.co.in,https://img.logo.dev/unionbankofindia.co.in
UBL,UBL.NS,https://www.unitedbreweries.com,unitedbreweries.com,https://img.logo.dev/unitedbreweries.com
UNITDSPR,UNITDSPR.NS,https://www.diageoindia.com,diageoindia.com,https://img.logo.dev/diageoindia.com
USHAMART,USHAMART.NS,https://www.ushamartin.com,ushamartin.com,https://img.logo.dev/ushamartin.com
VGUARD,VGUARD.NS,https://www.vguard.in,vguard.in,https://img.logo.dev/vguard.in
DBREALTY,DBREALTY.NS,https://www.dbrealty.co.in,dbrealty.co.in,https://img.logo.dev/dbrealty.co.in
VTL,VTL.NS,https://www.vardhman.com,vardhman.com,https://img.logo.dev/vardhman.com
VBL,VBL.NS,https://www.varunbeverages.com,varunbeverages.com,https://img.logo.dev/varunbeverages.com
MANYAVAR,MANYAVAR.NS,https://www.vedantfashions.com,vedantfashions.com,https://img.logo.dev/vedantfashions.com
VEDL,VEDL.NS,https://www.vedantalimited.com,vedantalimited.com,https://img.logo.dev/vedantalimited.com
VIJAYA,VIJAYA.NS,https://www.vijayadiagnostic.com,vijayadiagnostic.com,https://img.logo.dev/vijayadiagnostic.com
VMM,VMM.NS,https://www.aboutvishal.com,aboutvishal.com,https://img.logo.dev/aboutvishal.com
IDEA,IDEA.NS,https://www.myvi.in,myvi.in,https://img.logo.dev/myvi.in
VOLTAS,VOLTAS.NS,https://www.voltas.com,voltas.com,https://img.logo.dev/voltas.com
WAAREEENER,WAAREEENER.NS,https://waaree.com,waaree.com,https://img.logo.dev/waaree.com
WELCORP,WELCORP.NS,https://www.welspuncorp.com,welspuncorp.com,https://img.logo.dev/welspuncorp.com
WELSPUNLIV,WELSPUNLIV.NS,https://www.welspunliving.com,welspunliving.com,https://img.logo.dev/welspunliving.com
WESTLIFE,WESTLIFE.NS,https://www.westlife.co.in,westlife.co.in,https://img.logo.dev/westlife.co.in
WHIRLPOOL,WHIRLPOOL.NS,https://www.whirlpoolindia.com,whirlpoolindia.com,https://img.logo.dev/whirlpoolindia.com
WIPRO,WIPRO.NS,https://www.wipro.com,wipro.com,https://img.logo.dev/wipro.com
WOCKPHARMA,WOCKPHARMA.NS,https://www.wockhardt.com,wockhardt.com,https://img.logo.dev/wockhardt.com
YESBANK,YESBANK.NS,https://www.yesbank.in,yesbank.in,https://img.logo.dev/yesbank.in
ZFCVINDIA,ZFCVINDIA.NS,https://www.zf.com/india/en/home/home.html,zf.com,https://img.logo.dev/zf.com
ZEEL,ZEEL.NS,https://www.zee.com,zee.com,https://img.logo.dev/zee.com
ZENTEC,ZENTEC.NS,https://www.zentechnologies.com,zentechnologies.com,https://img.logo.dev/zentechnologies.com
ZENSARTECH,ZENSARTECH.NS,https://www.zensar.com,zensar.com,https://img.logo.dev/zensar.com
ZYDUSLIFE,ZYDUSLIFE.NS,https://zyduslife.com,zyduslife.com,https://img.logo.dev/zyduslife.com
ECLERX,ECLERX.NS,https://eclerx.com,eclerx.com,https://img.logo.dev/eclerx.com
